filename,site,true_class_from_name,pred_class_idx,pred_class_label,pred_conf
EK000718_f01_antelope.jpg,f01,antelope,0,waterbuck,0.48499947786331177
2016 10 13 06 43 25_m10_antelope.jpg,m10,antelope,1,baboon,0.5832824110984802
02160889_e10_antelope.jpg,e10,antelope,0,waterbuck,0.857097327709198
12180121_l13_antelope.jpg,l13,antelope,0,waterbuck,0.6680887937545776
EK005596_03_f07_antelope.jpg,f07,antelope,1,baboon,0.7633959054946899
EK005367_g10_antelope.jpg,g10,antelope,2,warthog,0.7227111458778381
EK005165_k06_antelope.jpg,k06,antelope,0,waterbuck,0.9467040300369263
04030209_d07_antelope.jpg,d07,antelope,4,bushbuck,0.6837003231048584
01110999_h03_antelope.jpg,h03,antelope,0,waterbuck,0.48700717091560364
2016 09 09 05 44 43_c08_antelope.jpg,c08,antelope,2,warthog,0.7658997774124146
EK008180_h05_antelope.jpg,h05,antelope,2,warthog,0.9571634531021118
11210332_d07_antelope.jpg,d07,antelope,2,warthog,0.9929314851760864
EK003156_e04_antelope.jpg,e04,antelope,5,oribi,0.374754399061203
EK004566_k06_antelope.jpg,k06,antelope,1,baboon,0.42184796929359436
2016 10 06 18 13 17_i08_antelope.jpg,i08,antelope,4,bushbuck,0.8358047604560852
EK004961_f07_antelope.jpg,f07,antelope,3,impala,0.2197868376970291
EK001818_h05_antelope.jpg,h05,antelope,0,waterbuck,0.28362762928009033
04280723_f01_antelope.jpg,f01,antelope,4,bushbuck,0.589426577091217
